num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2024S000316;05/01/2024;12:18:00;AVDA. LOS ROSALES / CALL. MATACHEL;90;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;442257;4467246;N;NULL
2024S000316;05/01/2024;12:18:00;AVDA. LOS ROSALES / CALL. MATACHEL;90;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;442257;4467246;N;NULL
2024S000316;05/01/2024;12:18:00;AVDA. LOS ROSALES / CALL. MATACHEL;90;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;442257;4467246;N;NULL
2024S000317;05/01/2024;13:00:00;AVDA. MADRID MERCAMADRID / AVDA. LEGAZPI MERCAMADRID;1;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;443762;4467923;N;NULL
2024S000317;05/01/2024;13:00:00;AVDA. MADRID MERCAMADRID / AVDA. LEGAZPI MERCAMADRID;1;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;443762;4467923;N;NULL
2024S000318;05/01/2024;14:15:00;CALL. VELAZQUEZ, 85;85;4;SALAMANCA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442026;4476086;N;NULL
2024S000318;05/01/2024;14:15:00;CALL. VELAZQUEZ, 85;85;4;SALAMANCA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442026;4476086;N;NULL
2024S000318;05/01/2024;14:15:00;CALL. VELAZQUEZ, 85;85;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;442026;4476086;N;NULL
2024S000318;05/01/2024;14:15:00;CALL. VELAZQUEZ, 85;85;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;442026;4476086;N;NULL
2024S000319;04/01/2024;19:50:00;CALL. GENERAL RICARDOS, 49;49;11;CARABANCHEL;Atropello a persona;Lluvia débil;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;438826;4471847;N;NULL
2024S000319;04/01/2024;19:50:00;CALL. GENERAL RICARDOS, 49;49;11;CARABANCHEL;Atropello a persona;Lluvia débil;NULL;Peatón;De 35 a 39 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;438826;4471847;N;NULL
2024S000320;05/01/2024;14:20:00;AVDA. BUENOS AIRES / CALL. PEDRO LABORDE;67;13;PUENTE DE VALLECAS;Colisión fronto-lateral;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;444573;4470585;N;NULL
2024S000320;05/01/2024;14:20:00;AVDA. BUENOS AIRES / CALL. PEDRO LABORDE;67;13;PUENTE DE VALLECAS;Colisión fronto-lateral;NULL;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;444573;4470585;N;NULL
2024S000320;05/01/2024;14:20:00;AVDA. BUENOS AIRES / CALL. PEDRO LABORDE;67;13;PUENTE DE VALLECAS;Colisión fronto-lateral;NULL;Turismo;Pasajero;De 25 a 29 años;Hombre;NULL;NULL;444573;4470585;N;NULL
2024S000321;05/01/2024;14:15:00;CALL. JOAQUIN COSTA, 14 TÚNEL;14;5;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441857;4477402;N;NULL
2024S000321;05/01/2024;14:15:00;CALL. JOAQUIN COSTA, 14 TÚNEL;14;5;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;441857;4477402;N;NULL
2024S000321;05/01/2024;14:15:00;CALL. JOAQUIN COSTA, 14 TÚNEL;14;5;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441857;4477402;N;NULL
2024S000321;05/01/2024;14:15:00;CALL. JOAQUIN COSTA, 14 TÚNEL;14;5;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441857;4477402;N;NULL
2024S000322;05/01/2024;13:55:00;AVDA. POBLADOS, 151;151;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438802;4469491;N;NULL
2024S000322;05/01/2024;13:55:00;AVDA. POBLADOS, 151;151;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438802;4469491;N;NULL
2024S000322;05/01/2024;13:55:00;AVDA. POBLADOS, 151;151;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;438802;4469491;N;NULL
2024S000323;05/01/2024;14:35:00;CALL. RESINA / CALL. SAN DALMACIO;1;17;VILLAVERDE;Colisión lateral;NULL;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440927;4465298;N;NULL
2024S000323;05/01/2024;14:35:00;CALL. RESINA / CALL. SAN DALMACIO;1;17;VILLAVERDE;Colisión lateral;NULL;Vehículo articulado;Conductor;Desconocido;Desconocido;NULL;NULL;440927;4465298;N;NULL
2024S000324;05/01/2024;14:55:00;CALL. DOCTOR ESQUERDO / CALL. GOYA;14;4;SALAMANCA;Colisión lateral;Despejado;Furgoneta;Conductor;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;443261;4475093;N;NULL
2024S000324;05/01/2024;14:55:00;CALL. DOCTOR ESQUERDO / CALL. GOYA;14;4;SALAMANCA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;443261;4475093;N;NULL
2024S000324;05/01/2024;14:55:00;CALL. DOCTOR ESQUERDO / CALL. GOYA;14;4;SALAMANCA;Colisión lateral;Despejado;Motocicleta > 125cc;Pasajero;De 50 a 54 años;Mujer;3;Ingreso superior a 24 horas;443261;4475093;N;NULL
2024S000325;05/01/2024;15:05:00;CALL. JOVELLANOS / CALL. LOS MADRAZO;1;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;440893;4474343;N;NULL
2024S000325;05/01/2024;15:05:00;CALL. JOVELLANOS / CALL. LOS MADRAZO;1;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;440893;4474343;N;NULL
2024S000326;05/01/2024;16:15:00;AVDA. JUAN ANTONIO SAMARANCH, 64;64;16;HORTALEZA;Colisión fronto-lateral;Despejado;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;448276;4482495;N;NULL
2024S000326;05/01/2024;16:15:00;AVDA. JUAN ANTONIO SAMARANCH, 64;64;16;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;448276;4482495;N;NULL
2024S000326;05/01/2024;16:15:00;AVDA. JUAN ANTONIO SAMARANCH, 64;64;16;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;NULL;NULL;448276;4482495;N;NULL
2024S000330;05/01/2024;16:25:00;CALL. VALLEHERMOSO, 20;20;7;CHAMBERÍ;Colisión lateral;Despejado;Furgoneta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439873;4475929;N;NULL
2024S000330;05/01/2024;16:25:00;CALL. VALLEHERMOSO, 20;20;7;CHAMBERÍ;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;NULL;NULL;439873;4475929;N;NULL
2024S000331;05/01/2024;16:45:00;AVDA. MAYORAZGO / AUTOV. M-45;131;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;447918;4467921;N;NULL
2024S000331;05/01/2024;16:45:00;AVDA. MAYORAZGO / AUTOV. M-45;131;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;447918;4467921;N;NULL
2024S000331;05/01/2024;16:45:00;AVDA. MAYORAZGO / AUTOV. M-45;131;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447918;4467921;N;NULL
2024S000332;05/01/2024;14:40:00;CALL. ALTO DEL RETIRO, 10;10;18;VILLA DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;449042;4468912;N;NULL
2024S000332;05/01/2024;14:40:00;CALL. ALTO DEL RETIRO, 10;10;18;VILLA DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449042;4468912;N;NULL
2024S000333;05/01/2024;17:05:00;AUTOV. M-30, 29NC91;29NC91;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;440650;4481669;N;NULL
2024S000333;05/01/2024;17:05:00;AUTOV. M-30, 29NC91;29NC91;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440650;4481669;N;NULL
2024S000333;05/01/2024;17:05:00;AUTOV. M-30, 29NC91;29NC91;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;440650;4481669;N;NULL
2024S000333;05/01/2024;17:05:00;AUTOV. M-30, 29NC91;29NC91;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;440650;4481669;N;NULL
2024S000333;05/01/2024;17:05:00;AUTOV. M-30, 29NC91;29NC91;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 45 a 49 años;Hombre;NULL;NULL;440650;4481669;N;NULL
2024S000333;05/01/2024;17:05:00;AUTOV. M-30, 29NC91;29NC91;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 45 a 49 años;Mujer;NULL;NULL;440650;4481669;N;NULL
2024S000334;05/01/2024;17:30:00;CALL. GRAN VIA, 31;31;1;CENTRO;Caída;NULL;Motocicleta > 125cc;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440262;4474630;N;NULL
2024S000334;05/01/2024;17:30:00;CALL. GRAN VIA, 31;31;1;CENTRO;Caída;NULL;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;440262;4474630;N;NULL
2024S000336;05/01/2024;15:44:00;AUTOV. M-30, 10NL20;10NL20;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;442727;4471682;N;NULL
2024S000336;05/01/2024;15:44:00;AUTOV. M-30, 10NL20;10NL20;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442727;4471682;N;NULL
2024S000336;05/01/2024;15:44:00;AUTOV. M-30, 10NL20;10NL20;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442727;4471682;N;NULL
2024S000338;05/01/2024;18:08:00;AVDA. PIO XII / CALL. JEREZ;6;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;Más de 74 años;Hombre;NULL;NULL;442696;4479475;N;NULL
2024S000338;05/01/2024;18:08:00;AVDA. PIO XII / CALL. JEREZ;6;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Todo terreno;Pasajero;Más de 74 años;Mujer;NULL;NULL;442696;4479475;N;NULL
2024S000338;05/01/2024;18:08:00;AVDA. PIO XII / CALL. JEREZ;6;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442696;4479475;N;NULL
2024S000339;05/01/2024;18:32:00;CALL. O'DONNELL, 77;77;4;SALAMANCA;Choque contra obstáculo fijo;Nublado;Furgoneta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;443608;4474617;N;NULL
2024S000340;05/01/2024;18:29:00;CALL. PIRRA / CALL. ARACNE;14;20;SAN BLAS-CANILLEJAS;Alcance;NULL;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;449981;4477375;N;NULL
2024S000340;05/01/2024;18:29:00;CALL. PIRRA / CALL. ARACNE;14;20;SAN BLAS-CANILLEJAS;Alcance;NULL;Turismo;Conductor;De 55 a 59 años;Mujer;NULL;NULL;449981;4477375;N;NULL
2024S000340;05/01/2024;18:29:00;CALL. PIRRA / CALL. ARACNE;14;20;SAN BLAS-CANILLEJAS;Alcance;NULL;Turismo;Pasajero;De 15 a 17 años;Mujer;14;Sin asistencia sanitaria;449981;4477375;N;NULL
2024S000341;05/01/2024;20:35:00;GTA. LOPEZ DE HOYOS / CALL. EDISON;3;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;442278;4476835;N;NULL
2024S000341;05/01/2024;20:35:00;GTA. LOPEZ DE HOYOS / CALL. EDISON;3;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442278;4476835;N;NULL
2024S000341;05/01/2024;20:35:00;GTA. LOPEZ DE HOYOS / CALL. EDISON;3;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Pasajero;De 55 a 59 años;Mujer;NULL;NULL;442278;4476835;N;NULL
2024S000342;05/01/2024;21:00:00;CALL. JACOMETREZO, 1;1;1;CENTRO;Choque contra obstáculo fijo;Despejado;Autobús;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440070;4474640;N;NULL
2024S000342;05/01/2024;21:00:00;CALL. JACOMETREZO, 1;1;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;440070;4474640;N;NULL
2024S000342;05/01/2024;21:00:00;CALL. JACOMETREZO, 1;1;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;440070;4474640;N;NULL
2024S000343;05/01/2024;20:44:00;CALL. ORENSE, 15;15;6;TETUÁN;Colisión lateral;Nublado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441036;4477828;N;NULL
2024S000343;05/01/2024;20:44:00;CALL. ORENSE, 15;15;6;TETUÁN;Colisión lateral;Nublado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441036;4477828;N;NULL
2024S000343;05/01/2024;20:44:00;CALL. ORENSE, 15;15;6;TETUÁN;Colisión lateral;Nublado;Turismo;Pasajero;De 25 a 29 años;Hombre;NULL;NULL;441036;4477828;N;NULL
2024S000343;05/01/2024;20:44:00;CALL. ORENSE, 15;15;6;TETUÁN;Colisión lateral;Nublado;Turismo;Pasajero;De 25 a 29 años;Mujer;NULL;NULL;441036;4477828;N;NULL
2024S000343;05/01/2024;20:44:00;CALL. ORENSE, 15;15;6;TETUÁN;Colisión lateral;Nublado;Turismo;Pasajero;De 25 a 29 años;Mujer;NULL;NULL;441036;4477828;N;NULL
2024S000343;05/01/2024;20:44:00;CALL. ORENSE, 15;15;6;TETUÁN;Colisión lateral;Nublado;Turismo;Pasajero;De 50 a 54 años;Mujer;NULL;NULL;441036;4477828;N;NULL
2024S000344;05/01/2024;20:36:00;CALL. GOLONDRINA / CALL. ROSAS DE ARAVACA;104;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Conductor;De 65 a 69 años;Mujer;14;Sin asistencia sanitaria;433428;4477863;N;NULL
2024S000344;05/01/2024;20:36:00;CALL. GOLONDRINA / CALL. ROSAS DE ARAVACA;104;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Peatón;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;433428;4477863;N;NULL
2024S000345;05/01/2024;20:54:00;CALL. HELSINKI, 29;29;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Ciclomotor;Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;448799;4475453;N;NULL
2024S000346;04/01/2024;18:30:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;46;16;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448590;4482446;N;NULL
2024S000346;04/01/2024;18:30:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;46;16;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448590;4482446;N;NULL
2024S000346;04/01/2024;18:30:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;46;16;HORTALEZA;Colisión lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448590;4482446;N;NULL
2024S000346;04/01/2024;18:30:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;46;16;HORTALEZA;Colisión lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448590;4482446;N;NULL
2024S000347;05/01/2024;21:50:00;CALL. ANTONIO LOPEZ / CALL. BALEARES;24;11;CARABANCHEL;Colisión lateral;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439438;4472028;N;NULL
2024S000347;05/01/2024;21:50:00;CALL. ANTONIO LOPEZ / CALL. BALEARES;24;11;CARABANCHEL;Colisión lateral;Nublado;VMU eléctrico;Conductor;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439438;4472028;N;NULL
2024S000348;05/01/2024;21:24:00;CALL. LA CENICIENTA / CALL. MOGAMBO;3;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Todo terreno;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444202;4470107;S;NULL
2024S000348;05/01/2024;21:24:00;CALL. LA CENICIENTA / CALL. MOGAMBO;3;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444202;4470107;N;NULL
2024S000348;05/01/2024;21:24:00;CALL. LA CENICIENTA / CALL. MOGAMBO;3;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;444202;4470107;N;NULL
2024S000349;05/01/2024;18:35:00;CALL. VILLABLANCA / CALL. MINERVA;1;19;VICÁLVARO;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449277;4472861;N;NULL
2024S000349;05/01/2024;18:35:00;CALL. VILLABLANCA / CALL. MINERVA;1;19;VICÁLVARO;Alcance;Nublado;Todo terreno;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;449277;4472861;N;NULL
2024S000350;05/01/2024;20:10:00;AVDA. MIGUEL DELIBES / CALL. LA RODA;1;19;VICÁLVARO;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;451839;4473322;N;NULL
2024S000350;05/01/2024;20:10:00;AVDA. MIGUEL DELIBES / CALL. LA RODA;1;19;VICÁLVARO;Atropello a persona;Despejado;Turismo;Peatón;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;451839;4473322;N;NULL
2024S000351;05/01/2024;20:40:00;CALL. CAMPOS IBAÑEZ, 22;22;17;VILLAVERDE;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;441801;4467248;S;NULL
2024S000351;05/01/2024;20:40:00;CALL. CAMPOS IBAÑEZ, 22;22;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;441801;4467248;N;NULL
2024S000352;05/01/2024;22:35:00;AVDA. PLANETARIO, 20;20;2;ARGANZUELA;Caída;Despejado;VMU eléctrico;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441720;4471220;N;NULL
2024S000353;05/01/2024;22:30:00;CALL. ANTONIO LOPEZ, 254A;254A;12;USERA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440965;4470156;N;NULL
2024S000353;05/01/2024;22:30:00;CALL. ANTONIO LOPEZ, 254A;254A;12;USERA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;440965;4470156;N;NULL
2024S000361;06/01/2024;0:45:00;CALL. ALCALA / CALL. JULIO CAMBA;200A;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;3;Ingreso superior a 24 horas;443677;4475741;N;NULL
2024S000361;06/01/2024;0:45:00;CALL. ALCALA / CALL. JULIO CAMBA;200A;4;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;443677;4475741;N;NULL
2024S000368;06/01/2024;2:10:00;AUTOV. A-3, P.K 4,400;+00400S;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;444570;4472806;S;NULL
2024S000368;06/01/2024;2:10:00;AUTOV. A-3, P.K 4,400;+00400S;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;444570;4472806;N;NULL
2024S000368;06/01/2024;2:10:00;AUTOV. A-3, P.K 4,400;+00400S;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Pasajero;De 45 a 49 años;Mujer;NULL;NULL;444570;4472806;N;NULL
2024S000371;06/01/2024;0:40:00;AVDA. CARABANCHEL ALTO, 96;96;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;436035;4468808;N;NULL
2024S000371;06/01/2024;0:40:00;AVDA. CARABANCHEL ALTO, 96;96;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;436035;4468808;N;NULL
2024S000372;06/01/2024;3:45:00;GTA. SAN VICENTE, 1;1;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;438880;4474621;N;NULL
2024S000375;06/01/2024;5:30:00;RONDA. ATOCHA / PLAZA. EMPERADOR CARLOS V;2;1;CENTRO;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441114;4473199;N;NULL
2024S000377;06/01/2024;5:30:00;AVDA. RAFAELA YBARRA, 133;133;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;439276;4467938;S;1
2024S000377;06/01/2024;5:30:00;AVDA. RAFAELA YBARRA, 133;133;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;439276;4467938;N;NULL
2024S000377;06/01/2024;5:30:00;AVDA. RAFAELA YBARRA, 133;133;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;439276;4467938;N;NULL
2024S000377;06/01/2024;5:30:00;AVDA. RAFAELA YBARRA, 133;133;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;3;Ingreso superior a 24 horas;439276;4467938;N;NULL
2024S000379;06/01/2024;6:30:00;CALL. SERRANO, 81;81;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441781;4476415;N;NULL
2024S000379;06/01/2024;6:30:00;CALL. SERRANO, 81;81;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;NULL;NULL;441781;4476415;S;NULL
2024S000380;06/01/2024;6:30:00;PLAZA. CORREGIDOR LICENCIADO ANTONIO DE MENA / AVDA. DOCTOR GARCIA TAPIA;0;14;MORATALAZ;Solo salida de la vía;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;445592;4473455;S;NULL
2024S000381;06/01/2024;6:50:00;AVDA. ENTREVIAS / CALL. CARDEÑOSA;40;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;NULL;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;443079;4470684;N;NULL
2024S000381;06/01/2024;6:50:00;AVDA. ENTREVIAS / CALL. CARDEÑOSA;40;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;443079;4470684;S;NULL
2024S000381;06/01/2024;6:50:00;AVDA. ENTREVIAS / CALL. CARDEÑOSA;40;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443079;4470684;N;NULL
2024S000381;06/01/2024;6:50:00;AVDA. ENTREVIAS / CALL. CARDEÑOSA;40;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;NULL;Turismo;Pasajero;De 25 a 29 años;Hombre;NULL;NULL;443079;4470684;N;NULL
2024S000383;06/01/2024;9:10:00;CTRA. VILLAVERDE A VALLECAS, 260;260;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;445402;4469106;N;NULL
2024S000384;06/01/2024;12:10:00;RONDA. SEGOVIA, 4;4;2;ARGANZUELA;Colisión lateral;Despejado;Maquinaria de obras;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439132;4473466;N;NULL
2024S000384;06/01/2024;12:10:00;RONDA. SEGOVIA, 4;4;2;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;439132;4473466;N;NULL
